Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
Kjære Maren,1976,,Drama ,,,,"Two young women arrives from the countryside to the capital around 1900, with the dreams of a new and better life.",pregnancy social realism norway poverty maid 5 more ,60
Ligaw na bulaklak,1976,,Drama ,,,,,based on novel ,
Ghazal,1976,,Drama ,,,,Two brothers Hojjat and Zein-Ala'bedin are the guards of the jungle and live alone by themselves. One day they are notice that some people are cutting the trees illegally. Hojjat chases them but returns home with a girl her name Ghazal. Zein-Ala'bedin falls in love with her but Hojjat too feels love for Ghazal. To avoid further problems they decide to get rid of the girl. They kill the girl and bury her body in the jungle and then burn their house and run away together.,based on novel ,60
"Emilia, parada y fonda",1976,,Drama ,,,,,female nudity based on novel ,60
Darvish explodes Paris,1976,,Comedy Music ,,,,"A famous botanist, Monsieur Jordan is a guest in Karabakh to Hatamkhan Aga and Aga's son wants to go to French with Jordan in order to study. His family and lover try to discourage him and consult to Darvish Mastali Shah. Mastali Shah decides to use magic and explode Paris.",place name in title based on novel ,60
Fumô chitai,1976,,Crime Drama ,,,,"After 11 years in Siberia as a war criminal, a man joins a corporation making fighter planes to sell to the government but other corporations are competing with his firm for the enormous profit of such a deal.",prostitute policeman gangster reporter based on novel ,180
"Gentlemen, Boys",1976,,Adventure Comedy Family ,,,,"Three friends - Tomás, Hubert and Jozka - are boys growing up in a little town. Tomás lives with his aunt Apolena (",literature on screen american literature on screen central europe aunt nephew relationship train station 12 more ,60
Assault on Agathon,1976,PG,Adventure ,,,,CIA team in Greece tries to capture a major drug dealer.,cia central intelligence agency drug smuggling based on novel independent film character name in title ,60
Kinkakuji,1976,,Drama ,,,,"""Temple of the Golden Pavillion"" - About the psychological decline of a novice Buddhist monk. After the death of his father, the stammering Goichi Mizoguchi seeks succour and loftier insights in religion. Only to find all too soon that reality and the imagination are worlds apart. The social upheavals that began after World War II did not stop even at Buddhist temples. Convinced that all loftier values have long since degenerated, he sets fire to the Kinkaku-ji temple, thereby annihilating the symbol of his own dashed hopes.",based on novel ,60
La polizia ordina: sparate a vista,1976,,Thriller ,,,,A reporter/cop/hypnotist is blackmailed into working for criminals who are out to steal a precious artifact.,poliziottesco turkish poliziottesco based on novel ,60
Bartleby,1976,,Drama ,,,,"A bailiff runs a small office in central Paris. He supplemented the small staff by recruiting a new employee, Bartleby. This one proves its worth, then begins to refuse certain tasks. Then he lets himself die of hunger to mark his opposition to the world. This resistance generates more and more serious disturbances around him. Troubled, unable to fire him, the bailiff leaves the team and the study to wither away.",character name as title forename as title shy man bureaucracy bailiff 11 more ,60
Al piacere di rivederla,1976,,Comedy Thriller ,,,,,giallo french giallo based on novel ,60
Sankoch,1976,,Drama Romance ,,,,Shekar (Jeetendra) and Lalita (Sulakshana Pandit) are neighboring childhood friends. Shekar belongs to rich family whereas Lalita is middle-class girl both of them love each other but hesitated to convey. The remaining story is how the couples childhood dream come true.,love love triangle class differences neighbor childhood friend 2 more ,60
Fluchtversuch,1976,,,,,,A homesick 10-year old Yugoslav immigrant escapes from Germany on foot in a bid to return to his homeland.,outsider based on novel ,60
Yoba,1976,,Drama Horror ,,,,,based on novel ,60
Kísértet Lublón,1976,,Adventure Comedy Crime ,,,,,ghost counterfeit fire exhumation poison 3 more ,60
Sentimentalnyy roman,1976,,Drama Romance ,,,,,writing writer widow twenty something teenage girl 33 more ,60
Lucecita,1976,,Drama ,,,,,female nudity based on novel ,60
El alijo,1976,,Crime Drama ,,,,"A pair of Spanish truck drivers used to the game of escaping the police in smuggling operations, receive a new contract, overpaid in relation to the usual, so they won't say no: crossing the country with Portuguese emigrants to the French border.",poliziottesco spanish poliziottesco human rights corruption herd 4 more ,60
"Soledade, a Bagaceira",1976,,Drama ,,,,"Sugarcane mill is modernized by the owner's son, opposing his father's wishes. He is sent to study in a big city and, when Governor João Pessoa dies, he comes back to his hometown and his loved one, Soledade, trying to start a revolution in the sugarcane fields. But his father also loves Soledade, and they have to compete for her love.",based on novel ,60
Dimmi che fai tutto per me,1976,,Comedy ,,,,,based on novel ,
Senhora,1976,,Drama ,,,,A beautiful and poor woman buys herself a rich husband after inheriting a great deal of money.,based on novel ,60
Tótágas,1976,,Adventure Comedy Family Musical ,,,,"Adults are so fed up with disobedient children, they left them and went off camping. All of them. First, the children were happy - now you can do anything, no washing, dance all night and no school! But then they run out of food, nothing to eat, cook for the children themselves can not and do not know how, and there's no one to treat them when the stomach aches or headache, or when you fall off your bike. At the end the kids decide to send a kite to the parents, with a request to forgive them.",costume camping kite parent power outage 25 more ,60
Dincolo de pod,1976,,Drama ,,,,,food aid based on novel ,60
Napraforgó,1976,,,,,,"Mail author for translation. ""Elni annyit tesz, mint mindig, mindig ismerkedni. Ha tul sokat vagyunk egyedul, elszokunk a vilagtol."" Mas a videk nyugalma, mas a varos zaja. Evelin csendes maganyban el foldbirtokan. Az elet fatyolos kozelsegeben erinti meg, a szerelem hamar jon, s eszrevetlen tavozik az ajton. Almos, koborlo lovagja az ifjusag elmulasat fajlalja. Pesti baratnoje nagyvilagi no, aki nem akar es nem tud regenyek szerint elni. Kitarto foldbirtokos kerojet osi nemesi cimeert, szokasaiert gunyolja. De o is keres valamit: az orult szenvedelyt, a nevesincs ferfit. Az elet egy hosszadalmas oszi utazas. Mindig csak eszak fele.",based on novel ,60
Bør Børson II,1976,,Comedy ,,,,In Olderdalen Bør Børson has affirmed his stand as the king of the valley and the richest man with the biggest house.,second part rich norway 1920s sequel 2 more ,60
Le due orfanelle,1976,,Drama ,,,,,based on novel ,60
Imposible para una solterona,1976,,Comedy Drama ,,,,"At 35 years old and despite having a good job as a secretary, Gina Alonso is still single, perhaps because she suffers from a serious overweight problem. When her boyfriend leaves her, a period full of sadness and monotony begins for Gina. However, everything suddenly changes when she meets a very attractive young doctor, but whose intentions are not very clear.",overweight single woman slimming weight loss spinster 1 more ,60
Bahia,1976,,Drama Family Musical Romance ,,,,,bahia based on novel ,120
Ballagó idö,1976,,Adventure ,,,,"Mail &lt;svaradi@sprynet.com&gt; for translation. Mester Pista izgalmas kalandok kozepette tolti el a vakaciot barataival. Az o erdemuk tobbek kozott az is, hogy elfogjak a kornyek veszedelmes bunozojet. A kisfiu rendszeresen kirandul a padlasra is, ahol regi ruhak, butorok jovoltabol megelevenedik elotte a csalad esemenydus multja. Igy telik el kepzelet es valosag mezsgyejen a vakacio.",based on novel ,60
Sexuella,1976,,Comedy ,,,,,based on novel ,60
Snaha,1976,,Drama ,,,,"The village rich man Yurtalana discovers that someone has been breaking corn from the cornfield. By accident, he sees the thief - the kid of a poor man. Blinded by rage Yurtalana kills him with a stone. He and his son Stoyko bury the body by the river. Stoyko marries the beautiful Sevda, but soon he dies. Yurtalana throws out his daughter-in-law. Sevda knows about the killing. She represents the desire of vengeance. Yurtalana sets out for the city to give himself up.",based on novel ,60
The Mirror for Christine,1976,,Drama ,,,,,bechdel test passed reference to karel gott construction worker reference to jean paul belmondo father daughter relationship 56 more ,60
"Cuando Conchita se escapa, no hay tocata",1976,,Comedy ,,,,,sex female nudity based on novel ,60
Pamanento buru manatsu no koi,1976,,,,,,A boy in a fishing port brings home a girl he found sick on the beach and his father puts her to work as a maid. Meanwhile the police are looking for a leftist girl student who has killed a man during a riot.,based on novel ,60
Saraba natsuno hikariyo,1976,,Drama Romance ,,,,,based on novel ,60
Das Schweigen im Walde,1976,,Drama Romance ,,,,"Earl Ellinger leads a dissolute life in Munich's high-society, far away from his estates, where he ruinously exploits the forests to finance his expensive way of life. Only when he flees from his aggressive fiancée, baroness Elena, into the lonesome mountains, he learns about the consequences of his doings from the beautiful dairymaid Lore.",forest land owner spendthrift forest owner rural setting 4 more ,60
La fleur aux dents,1976,,,"200,000 (estimated)",Non,Non,,based on novel ,60
Fulanita y sus menganos,1976,,Comedy ,,,,"The Spanish official representative of the European Congress of prostitutes, held in Paris, is dedicated to remembering various stories that have occurred in the performance of their profession over the years.",based on novel ,60
Justine,1976,,Drama ,,,,,based on novel character name in title ,60
Passi furtivi in una notte boia,1976,,Comedy ,,,,,based on novel ,60
Das Licht auf dem Galgen,1976,,Action Adventure ,,,,,slavery plantation barefoot based on novel ,60
Rekviem za edna mrasnitza,1976,,Crime ,,,,"The intelligence officer Emil Boev is tracking a group of drug addicts, who were recruited by a foreign intelligence office. Among them is Boyan, the son of Emil's dead comrade. He should help the boy. He includes Boyan in the counterintelligence action plan. The faith of the young people is sealed - they should be eliminated as unwanted witnesses. They are given hot doses. Boev and Boyan discover the plot, but it is too late for some of the people. The deadly needle gets in the hand of the girl that Boyan loves. The foreign resident is captured. There is hardly anyone at the grave of the girl. Only Boev and Boyan come and listen the requiem.",based on novel ,60
Dik Trom weet raad,1976,,Family ,,,,,constable mischief four word title mischievous boy based on novel 1 more ,60
Bourlivé víno,1976,,Comedy ,,,,It is the summer of 1968 and also in South Moravian Pálavice appear political clashes. The so far peacefully farming Unified farmers'cooperative starts splitting. Some of the farmers have found the cooperative called Vidrupa and want to deal with wine in private trade. Michal Janák (,title different than book literature on screen czech literature on screen european literature on screen rural setting 10 more ,120
Banka,1976,,Drama Romance ,,,,,based on novel ,60
Cyklopat,1976,,Drama ,,,,"The main character is a Commander of a nuclear powered submarine. Once a very promising hydro acoustics expert, he sacrificed his scientific career to devoting himself to serving his homeland as a warrior. Gradually, he figures out that the worth of mastering the art of war is in its non-appliance.",based on novel ,60
Tsuma to onna no aida,1976,,,,,,"Azumi, the eldest daughter of the long-established Kuwamura paper store, left Kyoto for her big love, and now has a store in Tokyo as a kimono designer, adopting her youngest daughter, Yoko. Yuko, the second daughter, took over the store on behalf of her sister, but management depends largely on the power of her husband, Masayuki. He was recently in a relationship with his secretary, Eiko Maeda, and when Yuko learned of this, she confronted both parties.. Noriko, the third daughter, married a serious office worker and lived a peaceful life, but she go gradually tired of her rigid life. Yoko, the fourth daughter, is single stage actress, with a serious crush on Kenichi, who is Masayuki's younger brother and a TV director.",based on novel ,60
Fogo morto,1976,,Drama ,,,,"In 1910, in the State of Paraíba, Brazil, a man is expelled from his own land by the ruthless colonel who owns the sugar mill. He asks some outlaws to help him retrieve his land.",based on novel ,60
Secretary,1976,,Drama ,,,,,based on novel ,
Katina,1976,,Drama ,,,,"Katina is going with the flow of life. In order to change her life she goes to a construction site. Katina works very hard. Here she meets her true love - Boris - an ambitious young man. The honorable brigadier tells Boris that he is a coward and convinces Katina to leave him. The brigadier uses her fragile state and visits her in her room. Katina attempts suicide. After she recovers in the hospital, she decides to find her place in the world.",based on novel ,60
Lang ya kou,1976,,Adventure Drama War ,,,,,republican era china based on novel ,60
Almazy dlya Marii,1976,Not Rated,Crime Drama Thriller ,,,,,based on novel ,60
Tvali patiosani,1976,,Drama Romance ,,,,,based on novel ,60
The Wizard of Oz,1976,,,,,,,stage theater based on novel independent film ,60
Stationschef Fallmerayer,1976,,Drama ,,,,,family relationships love based on novel ,60
Mann gegen Mann,1976,,,,,,"Robert and Michael meet on their return from captivity. They discover that they are both married to the same woman: After Robert was pronounced dead, Michael married Anna. The decision about the future is left to chance.",based on novel ,60
Mgla,1976,,Drama War ,,,,,based on novel ,60
The Long Night,1976,PG,Drama ,,,,"Steely Brown, a young boy living in Harlem, wanders the streets of the city one night, reflecting on what led to the disappearance of his father. Meeting the denizens of his neighborhood, he engages in conversations that begin to sketch the outlines of the enigma, invoking Vietnam, marital discord, paternal relationships, substance abuse, schooling and unemployment-in short, the life of an American family.",based on novel ,60
La chaskañawi,1976,,Drama ,,,,,based on novel ,
Love Is a Hunter,1976,,Romance ,,,,,based on novel ,60
Jos Carbone,1976,,,"125,000 (estimated)",Non,Non,"-If tomorrow morning the earth were to succumb under the weight of wars, or a global earthquake. And if you survived, and with you four other people were also able to get out. What would be your life, your relationship with those four other people.",based on novel character name in title ,60
Sinyata bezpredelnost,1976,,Crime ,,,,"The intelligence officer Emil Boev is back. All are residents, and the purpose of the missions is different.",based on novel ,60
Apostolite,1976,,Drama ,,,,"The film is based on Zahari Stoyanov's ""Notes On Bulgarian Uprisings"", a classic late-19th-century memoir. The narrative revolves round the preparation, the ups and downs, and the crushing of Bulgarian uprising against the Ottoman domination, which broke in April 1876. An event of great significance for the awakening of the national consciousness of the Bulgarian people, it attracted and held the attention of the European public. People across the continent were shocked by the bloody outrages of the oppressors. The film manages to present a sweeping picture of the complex and contradictory nature of the events it deals with. Revolutionary fervor, self-sacrifice and breath-taking heroism had to fight against crushing odds: the immense numerical superiority of the enemy, as well as certain instance of cowardice, dastardliness and even infamous treason. The film examines the personal experience of the leaders of the uprising, its heroes and martyrs (very successfully impersonated by a cast of young actors) against a background of fearsome upheavals and in the face of moments of greatness and downfalls, triumphs and defeats.",based on novel ,120
Cântico Final,1976,,Drama ,,,,,based on novel ,60
Oru Oodhappu Kan Simittugiradhu,1976,Not Rated,Drama Romance ,,,,The film revolved around the relationship between a young man and his charming neighbour.,based on novel ,60
Chão Bruto,1976,,Drama ,,,,,remake based on novel ,60
Confissões de Uma Viúva Moça,1976,,Comedy ,,,,"In this comedy adaptation of Machado De Assis (1839-1908) novel, a young widow writes letters to a friend telling about her days as a married woman and the special relationship she had with Emílio, a friend of the couple who becomes her adoring lover.",based on novel ,60
Gunda,1976,,Drama ,,,,"Bina a young girl lives in a slum. One day, Bahadur finds her while pick-pocketing. Similarly, Khairul Alam, manager of a huge estate finds her mugging him. Khairul Alam meets Bahadur at a Bar and he wants Bahadur to find the girl for him to replace her as princess Sultana. Bahadur agrees on having fifty percent total share and manages Bina to go with him. Finally, Bina's actual identity astonishes everyone.",lookalike pickpocket fraud based on novel ,120
Nave zem buras,1976,,,,,,"A successful oncologist, Dr. Roger Mills, invited a company of his friends to spend time on his yacht. A few days later, Mills was found dead with a shot through the heart.",murder based on novel ,
Jeongmal ggumi itdagu,1976,,Drama ,,,,"Hie-suk is placed on parole from the juvenile detention center and put in the custody of Song Dae-kyun, a newspaper editor. Song's son was left an invalid from polio and Hie-suk becomes determined to make the boy well.",based on novel ,60
Die Moral der Banditen,1976,,Drama ,,,,,based on novel ,60
Indrek,1976,,Drama ,,,,,based on novel ,60
Tokë e përgjakur,1976,,Drama War ,,,,,family relationships injustice communism albania landowner 4 more ,3420
Noite Sem Homem,1976,,Drama ,,,,,gay character based on novel ,60
Jaws,1975,PG,Adventure Thriller ,"7,000,000 (estimated)","260,758,300","471,411,300","It's a hot summer on Amity Island, a small community whose main business is its beaches. When new Sheriff Martin Brody discovers the remains of a shark attack victim, his first inclination is to close the beaches to swimmers. This doesn't sit well with Mayor Larry Vaughn and several of the local businessmen. Brody backs down to his regret as that weekend a young boy is killed by the predator. The dead boy's mother puts out a bounty on the shark and Amity is soon swamped with amateur hunters and fisherman hoping to cash in on the reward. A local fisherman with much experience hunting sharks, Quint, offers to hunt down the creature for a hefty fee. Soon Quint, Brody and Matt Hooper from the Oceanographic Institute are at sea hunting the Great White shark. As Brody succinctly surmises after their first encounter with the creature, they're going to need a bigger boat.",shark great white shark beach blockbuster shark attack 213 more ,120
One Flew Over the Cuckoo's Nest,1975,R,Drama ,"3,000,000 (estimated)","108,981,275","109,118,959","McMurphy has a criminal past and has once again gotten himself into trouble and is sentenced by the court. To escape labor duties in prison, McMurphy pleads insanity and is sent to a ward for the mentally unstable. Once here, McMurphy both endures and stands witness to the abuse and degradation of the oppressive Nurse Ratched, who gains superiority and power through the flaws of the other inmates. McMurphy and the other inmates band together to make a rebellious stance against the atrocious Nurse.",mental institution nurse escape tragicomedy native american 165 more ,120
"Salò, or the 120 Days of Sodom",1975,Not Rated,Drama Horror ,Non,Non,"1,808,595","In Nazi-Fascist Northern Italy in 1943-44, four senior members of government, aided by henchmen and Nazi soldiers, kidnap a group of young men and women. They hold them for 120 days, subjecting them to all manner of torture, perversion, and degradation.",banned film voyeur sexual torture sexual cruelty masturbation 261 more ,60
Barry Lyndon,1975,PG,Adventure Drama History War ,"11,000,000 (estimated)",Non,"198,992","In the eighteenth century, in a small village in Ireland, Redmond Barry (Ryan O'Neal) is a young farm boy in love with his cousin Nora Brady (Gay Hamilton). When Nora gets engaged to British Captain John Quin (Leonard Rossiter), Barry challenges him to a duel of pistols. He wins and escapes to Dublin, but is robbed on the road. Without an alternative, Barry joins the British Army to fight in the Seven Years War. He deserts and is forced to join the Prussian Army, where he saves the life of his Captain and becomes his protégé and spy of Irish gambler Chevalier de Balibari (Patrick Magee). He helps Chevalier and becomes his associate until he decides to marry the wealthy Lady Lyndon (Marisa Berenson). They move to England and Barry, in his obsession of nobility, dissipates her fortune and makes a dangerous and revengeful enemy.",gambler stepfather stepson conflict voice over narration social climber card playing 180 more ,180
Picnic at Hanging Rock,1975,PG,Drama Mystery ,"440,000 (estimated)","49,582","82,361","Three students and a school teacher disappear on an excursion to Hanging Rock, in Victoria, on Valentine's Day, 1900. The movie follows those that disappeared, and those that stayed behind, but it delights in the asking of questions, not the answering of them. Even though both the movie and the book it was based on claim to be inspired by real events, the story is completely fictional.",year 1900 vanishing unexplained supernatural overtones horror overtones 308 more ,60
The Story of O,1975,NC-17,Drama ,,,,"The beautiful O is taken by her boyfriend, Rene, to a bizarre retreat, where she is trained in bondage and sexual perversion. Rene discharges a personal debt by transferring possession of O to his step-brother, Sir Stephen...",rape victim upskirt no panties doggystyle sex sex orgy 152 more ,60
The Eiger Sanction,1975,Approved,Action Crime Thriller ,"9,000,000 (estimated)","14,200,000","14,200,000",Dr. Jonathan Hemlock (Clint Eastwood) is an art history professor and collector who finances his hobby by performing the odd sanction (assassination) for an obscure government bureau. He is forced to take a case where he must find out which of the members of a mountain climbing team is the Russian killer he has been given as a target by joining an expedition to climb the treacherous Eiger.,mountain mountain climbing climbing professor mountain climber 198 more ,120
Three Days of the Condor,1975,R,Crime Mystery Thriller ,"20,000,000 (estimated)","27,476,252","27,476,252","A mild mannered CIA researcher, paid to read books, returns from lunch to find all of his co-workers assassinated. ""Condor"" must find out who did this and get in from the cold before the hitmen get him.",political conspiracy political cover up political thriller hitman cia agent 215 more ,60
Escape to Witch Mountain,1975,G,Adventure Family Fantasy Mystery Sci-Fi ,Non,"20,000,000","20,000,000","Tia and Tony are two orphaned youngsters with extraordinary powers. Lucas Deranian poses as their uncle in order to get the kids into the clutches of Deranian's megalomanical boss, evil millionaire Aristotle Bolt, who wants to exploit them. Jason, a cynical widower, helps Tia and Tony ""escape to witch mountain,"" while at the same time Tia and Tony help Jason escape the pain of the loss of his wife.",orphanage escape mind reading magical power psionic power 129 more ,60
The Stepford Wives,1975,PG,Horror Mystery Sci-Fi Thriller ,Non,"8,720,000",Non,"The Stepford Wives is about a small suburb where the women happily go about their housework - cleaning, doing laundry, and cooking gourmet meals - to please their husbands. Unfortunately, Bobbie and Joanna discover that the village's wives have been replaced with robots, and Joanna's husband wants in on the action.",robot female protagonist women's liberation social commentary feminism 109 more ,60
Rooster Cogburn,1975,PG,Adventure Drama Western ,Non,"8,022,000",Non,A band of drunken thugs overruns a small village in the Indian Nation that is run by Minister Goodnight and his daughter Eula and proceed to violate and kill the villagers. Miss Goodnight teams up with ruthless Marshal Rooster J. Cogburn to go after them and bring them to justice.,gunslinger manhunt alcoholic one man army cowboys and outlaws 119 more ,60
The Man Who Would Be King,1975,PG,Adventure History War ,"8,000,000 (estimated)",Non,"12,678","This adaptation of the famous short story by Rudyard Kipling tells the story of Daniel Dravot and Peachy Carnahan, two ex-soldiers in India when it was under British rule. They decide that the country is too small for them, so they head off to Kafiristan in order to become Kings in their own right. Kipling is seen as a character that was there at the beginning, and at the end of this glorious tale.",adventurer 19th century imperialism execution epic 171 more ,120
"Farewell, My Lovely",1975,R,Crime Mystery Thriller ,"2,500,000 (estimated)",Non,Non,Murder. Marlowe. Mitchum. No one is a saint in the City of Angels. The immortal ,female full frontal nudity jazz music reference to joe dimaggio boy investigation 143 more ,60
Emmanuelle II,1975,X,Drama Romance ,,,,"After two months of separation, Emmanuelle must find her husband Jean in Hong Kong. She goes there by boat. Once in Thailand, she finds her husband and meets Christopher, a mysterious airplane pilot. At a dinner, she also meets Laura, Jean's mistress and her troubling stepdaughter Anna Maria. She proceeds to have several extramarital affairs -- with Jean's knowledge, of course.",erotica foursome cunnilingus fingering threesome 98 more ,60
Mandingo,1975,R,Drama History Romance ,,,,"It's the mid-nineteenth century Louisiana. Falconhurst, a run down plantation, is owned by Warren Maxwell, and largely run by his son, Hammond Maxwell, who walks with a limp due to a childhood accident. Hammond is under pressure to get married and produce a male heir to continue the Maxwell legacy before Warren dies. With no experience courting a potential bride - his sexual experiences confined to slaves and whores - Hammond ultimately chooses his cousin Blanche for his wife in what would not be considered a courtship in its true sense. In turn, Blanche agrees to the marriage largely to escape the realm of her sadistic brother, Charles. As his father tells him is custom, Hammond, while on his and Blanche's honeymoon in New Orleans, also obtains a slave as a go to sexual partner, he buying Ellen, who he met when she was given to him in hospitality when visiting who was then her master. Concurrently, Hammond also purchases Mede, a Mandingo, as a slave, something Warren had always wanted because of their physical strength. The plan with Mede is to breed him with their female slaves to produce further Mandingos who they can sell for a higher price than other black slaves. However, Hammond, out of circumstance, uses Mede in the potentially lucrative sport of no holds barred slave fighting, often to the death. Hammond and Blanche end up having an unsatisfying marriage largely due to something Hammond discovers on their wedding night, he turning to Ellen instead as the preferred woman in his life. Blanche, in return, takes her anger out on Hammond in the only way she knows how. In the process, it is their slaves who pay the price for their problems.",slave slave owner bare knuckle fighting 1840s boxing training 148 more ,120
The Day of the Locust,1975,R,Drama Thriller ,Non,"17,793,000",Non,"Life's flotsam and jetsam turn up at late 1930's Hollywoodland's door, once more, in this insightful tale of wannabes and desperadoes. Tod Hackett, artist, has inspirations to become noticed until he meets Faye Greener, blonde bombshell, and is immediately smitten. She has other ideas. She has Homer Simpson, victim, in her sights and cruelty and loneliness takes new meaning as all three are slowly sucked into the Hollywood system of sycophants, diggers and parasites, sucking the life from others as the life, and soul, is slowly sucked from them.",female nudity casting couch breasts pornography nudity 265 more ,120
The Apple Dumpling Gang,1975,G,Comedy Family Western ,Non,"36,853,000","36,853,000","Three orphaned siblings are forced upon confirmed bachelor Donovan (Bill Bixby) in a nineteenth century boom town of Quake City, California. After an earthquake shakes the area, the children find a large gold nugget worth tens of thousands of dollars. But their newfound wealth is causing more problems than it's solving, so they agree to ""give"" the gold to two bumbling outlaws (Tim Conway and Don Knott's). But they only way they can get the gold is to steal it from the bank vault where it's being held for safe keeping.",bigfoot character blockbuster fruit in title four word title first part 63 more ,60
Breakheart Pass,1975,PG,Mystery Western ,,,,"After a sudden outbreak of diphtheria, the authorities dispatch an express train carrying reinforcement soldiers and medical supplies through the frozen West across the Rocky Mountains to aid the remote garrison of Fort Humboldt. Along with the troops, there are also aboard Governor Richard Fairchild; the outpost commander's daughter, Marica; the squad's captain, Major Claremont; the U.S. Marshal, Pearce, and his mysterious prisoner, John Deakin. Indeed, this was supposed to be a routine operation; however, before long, in this confined but well-guarded place, missing officers and unexplained deaths start to shroud the mission with mystery and suspicion, as an unstoppable unknown killer is picking them off one by one. Who is the murderer in their midst?",suspicion pass disease outbreak outpost 134 more ,60
The Reincarnation of Peter Proud,1975,R,Horror Mystery ,,,,"When college professor, Peter Proud begins experiencing flashbacks of an earlier life, he's mysteriously drawn to a place he's never been to, but which seems familiar. He soon finds his previous incarnation's wife. This woman, Marcia Curtis, sees in Peter startling characteristics which he shares with her dead husband, Jeff. Even the sound of his voice seems at times to be that of the dead man.",female masturbation reincarnation university professor flashback psychologist 55 more ,60
The Chaos Class,1975,,Comedy Drama ,,,,"Lazy, uneducated students share a very close bond. They live together in the dormitory, where they plan their latest pranks. When a new headmaster arrives, the students naturally try to overthrow him. A comic war of nitwits follows.",visual impairment fenerbahce student dormitory headmaster 56 more ,60
The Hindenburg,1975,PG,Adventure Drama History Thriller ,"15,000,000 (estimated)",Non,Non,"This film is a compendium of the facts and fiction of the events leading up to the disaster. For dramatic effect, Sabotage was chosen as the cause, rather than electricity lashing out at a couple of tons of hydrogen.",tragic ending fire joseph goebbels character airship hindenburg 194 more ,120
Alfie Darling,1975,R,Comedy Drama ,,,,"Alfie Elkins (Alan Price) returns, up to his old womanizing ways, until he meets his match in a sophisticated Magazine Editor Abby Summers (Jill Townsend). His pursuit is complicated by his encounter with Norma (Sheila White) and the fact that a jealous husband won't let him forget about his time with his wife Fay (Dame Joan Collins).",sex comedy sex scene topless female nudity womanizer british sex comedy 23 more ,60
The Killer Elite,1975,PG,Action Crime Thriller ,Non,"1,000,000",Non,"Mike Locken is one of the principal members of a group of freelance spies. A significant portion of their work is for the C.I.A., and while he's on a case for them, one of his friends turns on him and shoots him in the elbow and knee. His assignment, to protect someone, goes down in flames. He is nearly crippled, but with braces is able to become mobile again. For revenge as much as anything else, Mike goes after his ex-friend.",spy black comedy assassination secret organization based on novel 285 more ,120
The Drowning Pool,1975,PG,Crime Drama Mystery Thriller ,"2,700,000 (estimated)",Non,Non,"Harper is brought to Louisiana bayou country to help out an old girlfriend who is worried that her husband will find out that she is cheating on him. What is more, he finds himself caught in a power struggle between the matriarch of the family and a greedy oil baron, who wants her property. Poor Harper! Things are not as straight-forward as they initially appeared.",louisiana detective private detective bikini death 52 more ,60
Hustle,1975,R,Crime Drama Mystery Thriller ,"3,050,000 (estimated)",Non,"465,788","Phil Gaines is a bitter, cynical cop who investigates the case of a dead stripper/porno actress found on the beach. Gaines is experiencing a troubled relationship with a hooker, and things don't get any better when the dead girl's father launches his own investigation.",panties prostitute call girl strip club phone sex 144 more ,120
Wrong Move,1975,Not Rated,Drama ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">DEM 620,000 (estimated)</span></li></ul></div></li",Non,Non,"In search of inspiration, the hopeful author, Wilhelm, sets out on a lonely journey of enlightenment with his encouraging mother's blessing, leaving behind him his hometown of Glückstadt. In high hopes of finding something to write, Wilhelm wanders about unknown and faceless towns; however, he is not alone. A weary old father and his silent teenage daughter; a well-known actress, and an Austrian wannabe poet become Wilhelm's companions in his never-ending quest to broaden his horizons; nevertheless, the fear of making one wrong move, and an inadvertent mistake seem to stand in the way of discovering his identity. Will Wilhelm find the truth and the miracle he seeks in the snow-capped summit of the Zugspitze?",underaged female nudity female underage nudity underage nudity girl man relationship road movie 27 more ,60
The Wilby Conspiracy,1975,PG,Action Adventure Drama Thriller ,,,,"Having spent ten years in prison for nationalist activities, Shack Twala (Sidney Poitier) is finally ordered released by the South African Supreme Court, but he finds himself almost immediately on the run after a run-in with the Police. Assisted by his lawyer Rina Van Niekirk (Prunella Gee) and visiting British engineer Jim Keogh (Sir Michael Caine), he heads for Capetown where he hopes to recover a stash of diamonds, meant to finance revolutionary activities, that he had entrusted to a dentist before his incarceration. Along the way, they are followed by Major Horn (Nicol Williamson) of the South African State Security Bureau, and it becomes apparent that he has no intention of arresting them until they reach their destination.",diamond on the run johannesburg south africa racism south africa 19 more ,60
Fantozzi,1975,PG-13,Comedy ,,,,"Based on Paolo Villaggio's books ""Fantozzi"" and ""Il secondo, tragico Fantozzi"", which are popular in Italy, this film tells the story of an unfortunate accountant's life over the course of one year, shown in a variety of sketches, segments, and provocative sequences presenting Fantozzi as a very unlucky person indeed.",italy unlucky voice over narration surrealism new year's eve 6 more ,60
