Title,Release_Date,ViewRating,Genres,Budget,DomesticGross,WorldwideGross,Description,Keywords,Runtime
The Call of the Wild,2020,PG,Adventure Drama Family ,"135,000,000 (estimated)","62,342,368","111,105,497","The Call of the Wild is a vibrant story of Buck, a big and kindhearted dog, a crossbreed between a St. Bernard and a Scotch Collie, whose carefree life of leisure was suddenly upset when he was stolen from his home in Santa Clara County, California and deported up north, to be sold in Skagway, Alaska, and taken further north, to Dawson City, Yukon, during the late 1890s Klondike Gold Rush, when strong sled dogs were in high demand. As a newcomer to the dog team delivery service - and not before long their front-runner - Buck, a dog like no other, who had been spoiled, and who had suffered, but he could not be broken, is having the time of his life. Forced to fight to survive, eventually taken by his last owner, John Thornton, to proximity of the Arctic Circle, somewhere between Yukon and Alaska, he progressively depends on his primal instincts, sheds the comforts of civilization and responds to ""the call of the wild"", as master of his own.",1890s remake alaska snow dog 93 more ,64
The War with Grandpa,2020,PG,Comedy Drama Family ,Non,"21,277,892","40,753,513","Peter is thrilled that Grandpa is coming to live with his family. That is, until Grandpa moves into Peter's room, forcing him upstairs into the creepy attic. And though he loves his grandpa he wants his room back - so he has no choice but to declare war. With the help of his friends, Peter devises outrageous plans to make Grandpa surrender the room. But Grandpa is tougher than he looks. Rather than give in, Grandpa plans to get even.",mother son relationship christmas room family conflict family relationships 24 more ,103
Spontaneous,2020,R,Comedy Horror Romance ,,,,"When students in their high school begin inexplicably exploding (literally...), seniors Mara (Katherine Langford) and Dylan (Charlie Plummer) struggle to survive in a world where each moment may be their last. As an unexpected romance blossoms between them, Mara and Dylan discover that when tomorrow is no longer promised, they can finally start living for today.",school graduation spontaneous combustion reference to bruce springsteen cemetery 32 more ,74
A Perfect Enemy,2020,,Drama Thriller ,Non,Non,"7,113","Successful architect Jeremiasz Angust is approached on his trip to the Paris Airport by a chatty girl called Texel Textor. She is a strange young woman who seems to be looking for captive victims whom she forces to listen to her strange stories. Jeremy loses the flight because of Texel and once they are installed in the lounge area, he will not be able to get rid of the annoying stranger. Although the meeting seems fortuitous, soon there be a turn that will transform the character of that encounter into something much more sinister and criminal.",trip psychological thriller psycho thriller missed flight architect 1 more ,152
The Rhythm Section,2020,R,Action Drama Mystery Thriller ,"50,000,000 (estimated)","5,437,971","5,989,583","Blake Lively stars as Stephanie Patrick, an ordinary woman on a path of self-destruction after her family is tragically killed in a plane crash. When Stephanie discovers that the crash was not an accident, she enters a dark, complex world to seek revenge on those responsible and find her own redemption. Based on the novel by Mark Burnell, from director Reed Morano (""The Handmaid's Tale"") and the producers of the James Bond film series, The Rhythm Section also stars Jude Law and Sterling K. Brown.",female assassin revenge terrorism female protagonist sex scene 307 more ,154
Artemis Fowl,2020,PG,Adventure Family Fantasy Sci-Fi ,,,,"Artemis Fowl, a young criminal prodigy, hunts down a secret society of fairies to find his missing father.",character name as title criminal mastermind irish ransom two word title 13 more ,113
The Postcard Killings,2020,Not Rated,Crime Drama Thriller ,Non,Non,"181,415","New York detective Jacob Kanon has a daughter. A beautiful, talented daughter who is brutally murdered as she honeymoons in blissful ignorance. Soon after, the strangest of postcards arrives on the desk of Swedish art critic Dessie Larsson... Across Europe, couples are being ruthlessly butchered in deliberate acts of violence with no end in sight. The only clues, are picture postcards sent to seemingly random journalists by a narcissistic killer, heralding the next horrific crime. Seen from the joint perspective of both the hunted and the hunters, THE POSTCARD KILLINGS digs deep into the most frightening aspects of the human psyche, drawing Jacob and Dessie into a nightmare from which there might be no escape. As the narrative explodes with operatic ferocity, our protagonists find themselves with an impossible choice to make.",serial killer postcard announcing a murder art lover classical art 70 more ,104
Words on Bathroom Walls,2020,PG-13,Drama Romance ,Non,"2,542,518","3,151,849","The story of witty and introspective Adam (Charlie Plummer), who appears to be your typical young adult - a little unkempt with raging hormones and excited about a future pursuing his dream of becoming a chef. Expelled halfway through his senior year following an incident in chemistry class, Adam is diagnosed with a mental illness. Sent to a Catholic academy to finish out his term, Adam has little hope of fitting in and just wants to keep his illness secret until he can enroll in culinary school. But when he meets outspoken and fiercely intelligent Maya (Taylor Russell), there is an instant soulful and comforting connection. As their romance deepens, she inspires him to open his heart and not be defined by his condition. Now, with the love and support of his girlfriend and family, Adam is hopeful for the very first time that he can see the light and triumph over the challenges that lie ahead.",based on young adult novel schizophrenia hallucination hospital restraint 367 more ,65
Son of the South,2020,PG-13,Biography Drama ,Non,Non,"48,582","In this poignant true story set in Montgomery, Alabama, a Klansman's grandson must choose which side of history to be on during the Civil Rights Movement. Defying his family and white Southern norms, he fought against social injustice, repression and violence to change the world around him. SON OF THE SOUTH is from executive producer Spike Lee and based on Bob Zellner's autobiography, ""The Wrong Side of Murder Creek.""",american history civil rights era ku klux klan social issues based on true events 7 more ,114
The Secret Garden,2020,PG,Drama Family Fantasy Mystery ,Non,Non,"8,721,243","The main character Mary Lennox ""Dixie Egerickx"" is a spoiled 10-year-old girl of rich parents who grew up in India. After her parents die from cholera, Mary is sent to live in Misselthwaite Manor in Yorkshire with her uncle Archibald Craven ""Colin Firth"" and the housekeeper Mrs. Medlock ""Julie Walters"". Mary discovers that the house holds many secrets. There she finds a key that leads her to a garden held locked for years by her uncle after the death of his wife. Soon she finds a room in the manor where her sick cousin Colin ""Edan Hayhurst"" has spend his entire life in his bed, completely unable to walk. But with the help of her new friend Dickon ""Amir Wilson"" the children manage to bring the garden back to life. In the garden Colin learns to walk and he becomes a healthy and happy young boy. When Lord Craven one day sees the children playing in the garden, he is amazed by the sight of his son walking. He feels joy for the first time since years.",old mansion garden england key secret 235 more ,153
Gabriel's Inferno: Part One,2020,Not Rated,Romance ,,,,"An intriguing and sinful exploration of seduction, forbidden love, and redemption, Gabriel's Inferno is a captivating and wildly passionate tale of one man's escape from his own personal hell as he tries to earn the impossible--forgiveness and love.",love at first sight submissive woman first sex woman losing virginity old flame 17 more ,124
The Last Thing He Wanted,2020,R,Crime Drama Thriller ,,,,A veteran D.C. journalist loses the thread of her own narrative when a guilt-propelled errand for her father thrusts her from byline to unwitting subject in the very story she's trying to break. Adapted from Joan Didion's namesake novel.,journalist newspaper quitting a job arms dealer secret government agency 11 more ,115
Concrete Cowboy,2020,R,Drama ,,,,"In this drama inspired by the real-life Fletcher Street Stables, 15-year-old Cole is taken to live with his estranged father Harp in North Philadelphia. There he discovers the city's vibrant urban cowboy subculture, which has existed for more than 100 years providing a safe haven for the neighborhood despite the surrounding poverty, violence, and encroachment of gentrification.",cowboy philadelphia teenager neighbor netflix original 5 more ,75
Sergio,2020,R,Biography Drama History Romance ,"16,000,000 (estimated)",Non,Non,"Charismatic and complex, Sergio Vieira de Mello (Wagner Moura) has spent the majority of his storied career as a top UN diplomat working in the world's most unstable regions, deftly navigating deals with presidents, revolutionaries, and war criminals for the sake of protecting the lives of ordinary people. But just as he readies himself for a simpler life with the woman he loves (Ana de Armas), Sergio takes one last assignment - in Baghdad, newly plunged into chaos following the US invasion. The assignment is meant to be brief, until a bomb blast causes the walls of the UN headquarters to come literally crashing down upon him, setting into motion a gripping life-or-death struggle. Inspired by a true story, SERGIO is a sweeping drama focused on a man pushed to his physical and emotional limits as he's forced to confront his own divisive choices about ambition, family, and his capacity to love.",united nations international relations international politics baghdad iraq u.s. invasion of iraq 69 more ,145
The Kissing Booth 2,2020,TV-14,Comedy Romance ,,,,"Elle Evans (Joey King) just had the most romantic summer of her life with her reformed bad-boy boyfriend Noah Flynn (Jacob Elordi). But now Noah's off to Harvard, and Elle's headed back to high school for her senior year. She'll have to juggle a long-distance relationship, getting into her dream college with her best friend Lee (Joel Courtney), and a new friendship with handsome classmate Marco (Taylor Perez). When Noah grows close to a seemingly-perfect college girl, Elle will have to decide how much she trusts him, and just what - and who - her heart truly wants. Director and screenwriter Vince Marcello returns for THE KISSING BOOTH sequel, based on characters from Beth Reekles' 2012 young adult book.",sequel reference to dance dance revolution long distance relationship love kissing booth 22 more ,161
Summer of 85,2020,Not Rated,Drama Romance ,Non,"71,788","3,609,891","What do you dream of when you're 16 years old and in a seaside resort in Normandy in the 1980s? A best friend? A lifelong teen pact? Scooting off on adventures on a boat or a motorbike? Living life at breakneck speed? No. You dream of death. Because you can't get a bigger kick than dying. And that's why you save it till the very end. The summer holidays are just beginning, and this story recounts how Alexis grew into himself.",gay teenage boy mother son relationship male nudity male rear nudity 96 more ,74
The Quarry,2020,R,Crime Mystery Thriller ,Non,Non,"3,661","After murdering a traveling preacher, a fugitive drifter travels to a small town and poses as the man he killed. Though the congregation loves the drifter's sermons of forgiveness, the local police chief is suspicious of the man. Soon a gruesome discovery at a local quarry forces the killer to fight for his freedom.",police officer preacher texas assumed identity small town 172 more ,143
Dragon Rider,2020,TV-Y7,Animation Adventure Comedy Family Fantasy ,"<li class=""ipc-metadata-list__item BoxOffice__MetaDataListItemBoxOffice-sc-40s2pl-2 gwNUHl"" data-testid=""title-boxoffice-budget"" role=""presentation""><span class=""ipc-metadata-list-item__label"">Budget</span><div class=""ipc-metadata-list-item__content-container""><ul class=""ipc-inline-list ipc-inline-list--show-dividers ipc-inline-list--inline ipc-metadata-list-item__list-content base"" role=""presentation""><li class=""ipc-inline-list__item"" role=""presentation""><span class=""ipc-metadata-list-item__list-content-item"">€15,000,000 (estimated)</span></li></ul></div></li",Non,"6,648,478","Firedrake is a young silver dragon, who has had enough of constantly having to hide in a wooded valley. He wants to show the older generations of dragons that he is a real dragon. When humans are about to destroy his family's very last refuge, Firedrake secretly sets off on an adventurous journey with forest brownie, Sorrel. He wants to find the ""Rim of Heaven"", the dragons' mysterious haven. On their quest Firedrake and Sorrel encounter Ben, an orphan and stray, who claims to be a dragon rider. While Ben and Firedrake make friends quickly, Sorrel becomes increasingly distrustful and tries to get rid of the orphan at every opportunity. But the unlikely trio have to learn to pull together, because they are being hunted by Nettlebrand, an evil, dragon-eating monster was created by an alchemist with the aim of tracking down and destroying every dragon on Earth.",creatures dragon friendship nightmare based on novel ,73
Black Beauty,2020,TV-PG,Drama Family ,,,,"Born free in the American West, Black Beauty is a horse rounded up and brought to Birtwick Stables, where she meets spirited teenager Jo Green. The two forge a bond that carries Beauty through the different chapters, challenges and adventures.",mare wild mustang animal narrator female veterinarian mother son conflict 75 more ,65
Stargirl,2020,PG,Comedy Drama Fantasy Musical Romance ,,,,"Leo Borlock (Graham Verchere) is an average student at Mica High School. He gets decent grades, is a member of the school's marching band and has always been content flying under the radar. But all that changes when he meets Stargirl Caraway (Grace VanderWaal), a confident and colorful new student with a penchant for the ukulele, who stands out in a crowd. She is kind, finds magic in the mundane and touches the lives of others with the simplest of gestures. Her eccentricities and infectious personality charm Leo and the student body, and she quickly goes from being ignored and ridiculed to accepted and praised, then back again, sending Leo on a roller-coaster ride of emotions. A celebration of individuality, kindness and the power of the human spirit, ""Stargirl"" is directed by Julia Hart from a screenplay by Kristin Hahn and Julia Hart and Jordan Horowitz based on the novel by Jerry Spinelli. The film stars singer/songwriter Grace VanderWaal in her film debut, Graham Verchere, Karan Brar, Maximiliano Hernandez, Darby Stanchfield and Giancarlo Esposito. ""Stargirl"" is produced by Ellen Goldsmith-Vein, p.g.a., Lee Stollman, p.g.a., and Kristin Hahn, p.g.a., with Jordan Horowitz, Jim Powers, Jerry Spinelli, Eddie Gamarra, Catherine Hardwicke and Jonathan Levin as executive producers.",arizona overalls high school love teenage girl 5 more ,134
Miss Fisher &amp; the Crypt of Tears,2020,TV-14,Adventure Drama Mystery ,Non,"51,032","2,388,346","After freeing a young Bedouin girl from her unjust imprisonment in Jerusalem, Phryne Fisher begins to unravel a decade-old mystery concerning priceless emeralds, ancient curses and the truth behind the suspicious disappearance of Shirin's forgotten tribe.",imprisonment golden gun quicksand jerusalem tribe 307 more ,74
Bad Therapy,2020,,Comedy Drama Romance ,,,,"A couple seeks out Judy Small, a marriage counselor; but the counselor is more than what meets the eye.",motel room swimming pool chloroformed man chloroform bound and gagged 68 more ,133
Memories of My Father,2020,,Drama History ,Non,Non,"1,922,072",The story about a Colombian writer's father. His father was an University md professor who promoted tolerance and human rights in his country. Writer exposes his feelings related to his lovely father and he describes his family story and all drama related with the killing of his father. It is a moving film based on a book with the same title. It is a sample of violence related events to political Colombia's social life during last three decades.,repression freedom of speech colombia in medias res italy 65 more ,181
Last and First Men,2020,,Fantasy Mystery Sci-Fi ,Non,Non,"13,475","Two billion years ahead of us, a future race of humans finds itself on the verge of extinction. Almost all that is left in the world are lone and surreal monuments, beaming their message into the wilderness.",mankind human race future past dystopia 5 more ,61
Beasts Clawing at Straws,2020,,Crime Drama Thriller ,Non,Non,"5,796,059","A cleaner forced to care for his ailing mother, finds a huge bag of money left in a sauna. Unknown to him that the story behind the bag has a custom officer in debt, a loan shark, a scammer, an escort with an abusive husband and an illegal immigrant, all these characters cross paths and get themselves into increasingly deeper trouble as they attempt to cheat their way towards the ultimate payout.",restaurant locker written by director tv news bag of money 10 more ,144
Berlin Alexanderplatz,2020,,Drama ,Non,Non,"263,274","Francis, 30-year-old refugee is the sole survivor of a boat which crossed the Mediterranean illegally from West Africa. When he wakes up on a beach in the south of Europe, he is determined to live a regular, decent life from now on. But he winds up in present-day Berlin where a stateless person without a work permit is treated just as mercilessly. He initially resists an offer to deal drugs in Hasenheide park, but then comes under the influence of Reinhold, his neurotic, sex-addicted pal, a drug dealer and human trafficker who takes him in. He is a man born to destroy the people around. When he meets club owner Eva and, after several dramatic experiences, the escort girl Mieze, he feels he's found something for the first time, something he's never known before: a little bit of happiness.",gay interest man burned alive adaptation chapters epilogue 155 more ,183
Turncoat,2020,,Drama History War ,,,,"Directed by Academy Award-winner Florian Gallenberger from Sigefried Lenz's international bestseller, ""Der Überläufer"" is set in the summer of 1944. German soldier Walter Proska is about to return to the Eastern Front when his train is blown up by his love interest, the partisan Wanda. Together with a scattered bunch of fellow soldiers, cut off from the front, he awaits certain death while his commanding officer, Willi Stehauf, issues ever more senseless and inhumane orders. Proska's encounter with a young Polish woman fighting as a partisan and his friendship with his comrade Kürschner increasingly makes him doubt his oath of allegiance. As the Red Army draws closer, Proska becomes a prisoner of war and the only way he can save himself is by defecting to the enemy.",year 1944 world war two year 1945 nazi germany sabotage 92 more ,155
Gabriel's Inferno: Part Two,2020,TV-14,Romance ,,,,"Professor Gabriel Emerson finally learns the truth about Julia Mitchell's identity, but his realization comes a moment too late. Julia is done waiting for the well-respected Dante specialist to remember her and wants nothing more to do with him. Can Gabriel win back her heart before she finds love in another's arms?",apostrophe in title punctuation in title numbered sequel professor four word title 2 more ,124
Gabriel's Inferno: Part Three,2020,R,Romance ,,,,"Someone dark returns from Julia's past with bad intentions. Gabriel has secrets he needs to share, but worries that he'll lose everything if he does. Will their relationship weather the test of secrets revealed? Will their shared love of Dante and Florence be everything they've hoped for?",apostrophe in title punctuation in title four word title numbered sequel based on novel 1 more ,84
Mama Weed,2020,,Comedy Crime Drama ,Non,"29,151","5,462,095","Based on the novel by Hannelore Cayre, the story centers around Patience Portefeux, an underpaid, overworked French-Arabic translator in charge of phone surveillance for a narcotics police unit. When she realizes she knows the mother of one of the drug dealers, Patience decides to cover for him and gets herself more and more deeply involved in the world of drug trafficking. Soon, she is using her insider knowledge and police resources to build her own crime network and earns the name Mama Weed.",female translator female drug dealer retirement home wind turbine police 35 more ,104
Broil,2020,TV-14,Fantasy Horror Thriller ,,,,"A listless grand-daughter, Chance Sinclair (Avery Konrad), is sentenced to live with her draconian grand-father, August (Timothy V. Murphy) after a violent incident at school and begins to question the source of her families immense wealth and power. When Chance's scheming Mom, June (Annette Reilly), hires a troubled chef, Sydney (Johnathan Lipnicki), to poison August, the family's monstrous secrets are revealed over the course of one bloody night. Every soul is up for grabs as The Sinclair Family Games Night gets underway and Chance learns that being a part of this family is a blood-in, blood-out proposition.",accidental cannibalism attempted patricide high functioning autism betrayal blood transfusion 53 more ,63
Romance Doll,2020,,Drama Romance ,,,,"It was a pre-destined love and marriage for Sonoko and Tetsuo. They tied the knot and became husband and wife no questions asked. All is well then. Well, perhaps not. Each holds a secret that even the binds of matrimony cannot untie. Sonoko does not know that Tetsuo makes sex dolls or Dutch wives. Sonoko has a secret too. She is about to tell Tetsuo what she has been hiding. Their marriage is already sexless. Will they make it?",dutch wife japanese woman japanese wife east asian woman love hotel 40 more ,123
The Speech,2020,,Comedy ,Non,Non,"2,869,964",A recently dumped man awaits a reconciliation text message from his ex during a seemingly never-ending family dinner.,voice over voice over narration breaking the fourth wall family relationships dinner 20 more ,132
Altered Carbon: Resleeved,2020,TV-MA,Animation Action Crime Drama Mystery Sci-Fi Thriller ,,,,"On the planet Latimer, reawakened Takeshi Kovacs must protect a teenage tattooist named Holly while investigating the death of a yakuza boss alongside Gina, a strangely familiar no-nonsense CTAC agent.",cyberpunk weapon tattoo artist weapons fire sword 124 more ,101
Night Shift,2020,PG-13,Crime Drama ,Non,"1,890","1,833,795","Three officers are tasked with escorting an illegal immigrant to Charles de Gaulle airport, where he will be forced onto a plane and sent back to his homeland. But when they find out about the truth, they have to make a difficult choice.",actress shares first name with character cigarette smoking paris france massage female police officer 78 more ,143
Unknown Origins,2020,TV-MA,Action Adventure Crime Drama Mystery Thriller ,,,,"Heroes do not exist. David, a young policeman who has recently moved to Madrid, is forced to collaborate with Jorge Elías - an endearing freak and owner of a comic book shop - in order to solve a series of atrocious murders that recreate the secret origins of the classic superheroes. Each grotesque murder is a piece of a jigsaw puzzle that has the streets of Madrid as a backdrop, but whose complete image they are unable to distinguish. Jorge's encyclopedic knowledge about the comic world and the unexpected discovery of David's dark past will be fundamental in helping them solve the enigma hidden behind the awful crimes. The clues will guide them through the Spanish capital, along a labyrinth designed by a disturbed criminal mind and the only person who knows how to find the exit. Will they be able to unravel the tangled mess of clues and win the game against the troubled criminal that tries to manipulate them? They say that, sometimes, it is necessary to put on a suit and get out there to make the world a better place. Maybe this is one of those times.",serial killer father son relationship superhero two word title serial killing 11 more ,123
Fukushima 50,2020,,Action Drama ,Non,Non,"7,494,243",A tsunami is triggered when a magnitude 9.0 earthquake hits the Pacific Ocean near Japan. A plant manager risks everything and stays put to handle the pending disaster once a reactor begins to leak. He is in contact with the parent utility TEPCO. The Japanese army moves in. The Americans also show up to command the situation. The plant employees fight on.,japan based on true story nuclear disaster nuclear power 2010s 171 more ,122
The Crickets Dance,2020,,Crime Drama History Romance ,,,,"Southern lawyers Andrew McGrath and Angie Lawrence have been seeking the keys to their past and their future most of their lives. Unbeknownst to either of them each has the piece to the puzzle the other is seeking. Through the words of a young girl written in a journal well over a 150 years ago, found by accident, both Angie and Andrew begin the journey of unraveling their history. The last thing they expected to discover was mystery and murder along the way. Neither of them were expecting the brutality they would encounter or the love that grew from it. They quickly realize they must overcome the past if they have any hope for a future together.",based on novel ,
Last Words,2020,,Drama Sci-Fi ,,,,"It is 2085. A young man, one of the few survivors of the human community of old, embarks on a long voyage to find others.",voice over voice over narration end of the world end of the world scenario the last human 69 more ,126
Final Kill,2020,Not Rated,Action ,Non,Non,"3,511","An aging protection specialist takes on one last job before retirement, protecting a couple who stole eight million dollars from a ruthless crime family.",written by director writer director producer psychiatrist reference to prozac costa rica 13 more ,62
Home Front,2020,,Drama History War ,Non,Non,"1,313,786","In a village where everyone knows everyone, four veterans of the Algerian War are haunted by their past.",voice over voice over narration family relationships racism dog 22 more ,74
Poly,2020,,Family ,Non,Non,"5,236,154","The adventures of Shetland pony Poly, in the South of France.",pony one word title female protagonist doctor female doctor 47 more ,84
Appearances,2020,,Crime Drama Thriller ,Non,Non,"3,047,468","In this psychological thriller, a ridiculed French woman in Vienna seeks to avenge her honor while concealing her efforts from the bourgeois community of fellow expatriates, where lies and slander reign.",infidelity husband wife relationship french expatriate vienna austria airport 50 more ,144
